seq	devision	phylum	class	order	family	genus
seq_34392	Bacteria	Cyanobacteriota	Cyanophyceae	NA	NA	NA
seq_34393	Bacteria	NA	NA	NA	NA	NA
seq_34395	NA	NA	NA	NA	NA	NA
seq_34396	Bacteria	Bacillota	Bacillota_incertae_sedis	Bacillota_incertae_sedis	Bacillota_incertae_sedis	NA
seq_34398	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_34399	Bacteria	Verrucomicrobiota	NA	NA	NA	NA
seq_34400	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_34401	Bacteria	NA	NA	NA	NA	NA
seq_34403	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
seq_34407	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_34408	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA
seq_34409	NA	NA	NA	NA	NA	NA
seq_34411	NA	NA	NA	NA	NA	NA
seq_34412	NA	NA	NA	NA	NA	NA
seq_34414	Bacteria	Bacillota	Bacilli	NA	NA	NA
seq_34415	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Neorhizobium
seq_34416	NA	NA	NA	NA	NA	NA
seq_34417	NA	NA	NA	NA	NA	NA
seq_34419	NA	NA	NA	NA	NA	NA
seq_34420	Bacteria	NA	NA	NA	NA	NA
seq_34421	Bacteria	NA	NA	NA	NA	NA
seq_34422	Bacteria	NA	NA	NA	NA	NA
seq_34424	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_34425	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_34426	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_34430	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_34433	Bacteria	Bacillota	NA	NA	NA	NA
seq_34434	NA	NA	NA	NA	NA	NA
seq_34435	Bacteria	NA	NA	NA	NA	NA
seq_34436	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_34438	NA	NA	NA	NA	NA	NA
seq_34440	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	NA
seq_34441	Bacteria	Cyanobacteriota	NA	NA	NA	NA
seq_34444	NA	NA	NA	NA	NA	NA
seq_34446	NA	NA	NA	NA	NA	NA
seq_34447	Bacteria	NA	NA	NA	NA	NA
seq_34448	NA	NA	NA	NA	NA	NA
seq_34449	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Aquidulcibacter
seq_34450	Bacteria	Acidobacteriota	Acidobacteria_Gp13	Acidobacteria_Gp13_incertae_sedis	Acidobacteria_Gp13_incertae_sedis	Gp13
seq_34451	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	NA
seq_34452	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_34453	Bacteria	Chloroflexota	Anaerolineae	NA	NA	NA
seq_34454	Bacteria	NA	NA	NA	NA	NA
seq_34455	NA	NA	NA	NA	NA	NA
seq_34456	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_34457	Bacteria	NA	NA	NA	NA	NA
seq_34458	Bacteria	NA	NA	NA	NA	NA
seq_34463	NA	NA	NA	NA	NA	NA
seq_34465	Bacteria	Pseudomonadota	Deltaproteobacteria	NA	NA	NA
seq_34467	Bacteria	Pseudomonadota	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	NA
seq_34468	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA
seq_34469	NA	NA	NA	NA	NA	NA
seq_34470	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Ruaniaceae	Occultella
seq_34471	Bacteria	Verrucomicrobiota	NA	NA	NA	NA
seq_34472	Bacteria	NA	NA	NA	NA	NA
seq_34477	NA	NA	NA	NA	NA	NA
seq_34478	Bacteria	Actinomycetota	NA	NA	NA	NA
seq_34479	Bacteria	Cyanobacteriota	Cyanophyceae	Coleofasciculales	Wilmottiaceae	Anagnostidinema
seq_34480	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_34482	Bacteria	Acidobacteriota	NA	NA	NA	NA
seq_34483	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_34485	NA	NA	NA	NA	NA	NA
seq_34486	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_34487	NA	NA	NA	NA	NA	NA
seq_34491	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_34492	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_34494	Bacteria	NA	NA	NA	NA	NA
seq_34495	Bacteria	NA	NA	NA	NA	NA
seq_34497	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_34498	Bacteria	NA	NA	NA	NA	NA
seq_34499	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	NA	NA
seq_34500	NA	NA	NA	NA	NA	NA
seq_34502	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_34503	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_34506	Bacteria	NA	NA	NA	NA	NA
seq_34507	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_34512	Bacteria	NA	NA	NA	NA	NA
seq_34515	Bacteria	NA	NA	NA	NA	NA
seq_34516	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_34518	Bacteria	NA	NA	NA	NA	NA
seq_34521	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_34522	Bacteria	Bacillota	Clostridia	NA	NA	NA
seq_34523	Bacteria	Actinomycetota	Actinobacteria	NA	NA	NA
seq_34525	Bacteria	NA	NA	NA	NA	NA
seq_34526	Bacteria	NA	NA	NA	NA	NA
seq_34527	Bacteria	NA	NA	NA	NA	NA
seq_34528	NA	NA	NA	NA	NA	NA
seq_34531	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_34533	Bacteria	Verrucomicrobiota	NA	NA	NA	NA
seq_34534	Bacteria	Verrucomicrobiota	Opitutia	Opitutales	Opitutaceae	NA
seq_34535	Bacteria	NA	NA	NA	NA	NA
seq_34538	Bacteria	Pseudomonadota	Deltaproteobacteria	NA	NA	NA
seq_34541	Bacteria	NA	NA	NA	NA	NA
seq_34542	NA	NA	NA	NA	NA	NA
seq_34543	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	NA
seq_34544	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_34545	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_34547	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	NA
seq_34549	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_34550	Bacteria	Cyanobacteriota	NA	NA	NA	NA
seq_34551	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA
seq_34552	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_34556	Bacteria	NA	NA	NA	NA	NA
seq_34558	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	NA
seq_34560	Bacteria	NA	NA	NA	NA	NA
seq_34566	Bacteria	NA	NA	NA	NA	NA
seq_34568	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA
seq_34573	Bacteria	NA	NA	NA	NA	NA
seq_34574	Bacteria	Pseudomonadota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	NA
seq_34577	Bacteria	NA	NA	NA	NA	NA
seq_34578	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_34579	Bacteria	Rhodothermota	Rhodothermia	Rhodothermales	NA	NA
seq_34582	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_34586	NA	NA	NA	NA	NA	NA
seq_34591	Bacteria	Bacillota	Limnochordia	Limnochordales	Limnochordaceae	Limnochorda
seq_34593	Bacteria	Bacteroidota	Cytophagia	Cytophagales	NA	NA
seq_34595	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	NA
seq_34598	NA	NA	NA	NA	NA	NA
seq_34602	NA	NA	NA	NA	NA	NA
seq_34603	NA	NA	NA	NA	NA	NA
seq_34605	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_34607	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_34608	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA
seq_34610	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_34611	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_34615	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_34616	Bacteria	NA	NA	NA	NA	NA
seq_34617	Bacteria	Cyanobacteriota	NA	NA	NA	NA
seq_34619	Bacteria	Pseudomonadota	Gammaproteobacteria	Nevskiales	Nevskiaceae	NA
seq_34621	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_34624	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	NA
seq_34627	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_34628	NA	NA	NA	NA	NA	NA
seq_34629	Bacteria	NA	NA	NA	NA	NA
seq_34631	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA
seq_34634	Bacteria	Armatimonadota	NA	NA	NA	NA
seq_34635	Bacteria	Pseudomonadota	Deltaproteobacteria	NA	NA	NA
seq_34636	Bacteria	NA	NA	NA	NA	NA
seq_34637	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Fulvivirgaceae	NA
seq_34638	Bacteria	NA	NA	NA	NA	NA
seq_34639	NA	NA	NA	NA	NA	NA
seq_34641	NA	NA	NA	NA	NA	NA
seq_34642	Bacteria	NA	NA	NA	NA	NA
seq_34643	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_34644	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	NA
seq_34645	Bacteria	NA	NA	NA	NA	NA
seq_34646	NA	NA	NA	NA	NA	NA
seq_34647	NA	NA	NA	NA	NA	NA
seq_34649	Bacteria	NA	NA	NA	NA	NA
seq_34651	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_34653	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	NA
seq_34655	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	NA
seq_34656	NA	NA	NA	NA	NA	NA
seq_34658	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA
seq_34660	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA
seq_34665	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA
seq_34667	Bacteria	Bacteroidota	Cytophagia	Cytophagales	NA	NA
seq_34669	Bacteria	NA	NA	NA	NA	NA
seq_34671	Bacteria	Bacteroidota	Cytophagia	Cytophagales	NA	NA
seq_34673	NA	NA	NA	NA	NA	NA
seq_34674	Bacteria	NA	NA	NA	NA	NA
seq_34677	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Spirosomaceae	Ravibacter
seq_34679	Bacteria	NA	NA	NA	NA	NA
seq_34682	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA
seq_34684	Bacteria	Planctomycetota	NA	NA	NA	NA
seq_34685	Bacteria	NA	NA	NA	NA	NA
seq_34686	NA	NA	NA	NA	NA	NA
seq_34687	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_34688	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_34690	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_34691	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA
seq_34693	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	NA
seq_34694	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA
seq_34695	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_34696	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera
seq_34700	NA	NA	NA	NA	NA	NA
seq_34701	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	NA
seq_34703	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA
seq_34704	NA	NA	NA	NA	NA	NA
seq_34705	NA	NA	NA	NA	NA	NA
seq_34707	Bacteria	NA	NA	NA	NA	NA
seq_34710	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_34714	Bacteria	NA	NA	NA	NA	NA
seq_34717	Bacteria	Bacillota	Bacilli	Caryophanales	NA	NA
seq_34719	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_34721	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA
seq_34722	NA	NA	NA	NA	NA	NA
seq_34724	NA	NA	NA	NA	NA	NA
seq_34725	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_34727	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_34729	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_34732	NA	NA	NA	NA	NA	NA
seq_34736	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_34738	Bacteria	NA	NA	NA	NA	NA
seq_34739	Bacteria	NA	NA	NA	NA	NA
seq_34740	Bacteria	Bacteroidota	Cytophagia	Cytophagales	NA	NA
seq_34742	NA	NA	NA	NA	NA	NA
seq_34744	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA
seq_34745	Bacteria	NA	NA	NA	NA	NA
seq_34749	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA
seq_34751	NA	NA	NA	NA	NA	NA
seq_34753	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_34755	Bacteria	NA	NA	NA	NA	NA
seq_34756	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_34757	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	NA
seq_34758	Bacteria	NA	NA	NA	NA	NA
seq_34761	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA
seq_34762	Bacteria	NA	NA	NA	NA	NA
seq_34763	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA
seq_34764	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_34765	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	NA
seq_34766	Bacteria	NA	NA	NA	NA	NA
seq_34767	Bacteria	Bacillota	NA	NA	NA	NA
seq_34768	Bacteria	NA	NA	NA	NA	NA
seq_34769	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_34770	NA	NA	NA	NA	NA	NA
seq_34775	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	NA
seq_34780	Bacteria	Chloroflexota	Anaerolineae	NA	NA	NA
seq_34781	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_34783	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	NA	NA
seq_34784	Bacteria	Cyanobacteriota	Cyanophyceae	Oculatellales	Oculatellaceae	NA
seq_34785	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	NA
seq_34790	NA	NA	NA	NA	NA	NA
seq_34791	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_34792	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_34795	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA
seq_34797	Bacteria	Bacillota	NA	NA	NA	NA
seq_34798	NA	NA	NA	NA	NA	NA
seq_34799	NA	NA	NA	NA	NA	NA
seq_34801	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_34802	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	NA
seq_34803	Bacteria	NA	NA	NA	NA	NA
seq_34804	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_34807	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_34808	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_34810	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_34811	NA	NA	NA	NA	NA	NA
seq_34813	Bacteria	Acidobacteriota	NA	NA	NA	NA
seq_34816	Bacteria	NA	NA	NA	NA	NA
seq_34817	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	NA
seq_34819	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA
seq_34820	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA
seq_34822	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Criblamydiaceae	Estrella
seq_34823	NA	NA	NA	NA	NA	NA
seq_34824	Bacteria	NA	NA	NA	NA	NA
seq_34825	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA
seq_34826	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_34827	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	NA
seq_34828	Bacteria	NA	NA	NA	NA	NA
seq_34830	Bacteria	NA	NA	NA	NA	NA
seq_34831	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_34832	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_34834	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_34836	Bacteria	Cyanobacteriota	NA	NA	NA	NA
seq_34837	Bacteria	NA	NA	NA	NA	NA
seq_34839	NA	NA	NA	NA	NA	NA
seq_34840	Bacteria	Spirochaetota	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira
seq_34841	NA	NA	NA	NA	NA	NA
seq_34843	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
seq_34844	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA
seq_34846	NA	NA	NA	NA	NA	NA
seq_34847	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA
seq_34848	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_34850	Bacteria	Bacillota	NA	NA	NA	NA
seq_34852	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	NA
seq_34853	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA
seq_34855	Bacteria	NA	NA	NA	NA	NA
seq_34856	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA
seq_34857	NA	NA	NA	NA	NA	NA
seq_34859	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA
seq_34861	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Occallatibacter
seq_34863	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_34864	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA
seq_34867	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_34868	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_34869	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_34872	Bacteria	Kiritimatiellota	NA	NA	NA	NA
seq_34873	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_34875	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_34876	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA
seq_34878	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA
seq_34879	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_34881	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_34883	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_34884	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_34887	Bacteria	NA	NA	NA	NA	NA
seq_34888	Bacteria	NA	NA	NA	NA	NA
seq_34889	Bacteria	NA	NA	NA	NA	NA
seq_34890	Bacteria	Actinomycetota	NA	NA	NA	NA
seq_34891	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_34894	NA	NA	NA	NA	NA	NA
seq_34896	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	NA
seq_34897	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA
seq_34899	NA	NA	NA	NA	NA	NA
seq_34900	Bacteria	NA	NA	NA	NA	NA
seq_34902	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA
seq_34904	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_34906	Bacteria	NA	NA	NA	NA	NA
seq_34907	Bacteria	NA	NA	NA	NA	NA
seq_34908	Bacteria	NA	NA	NA	NA	NA
seq_34909	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA
seq_34910	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_34915	Bacteria	NA	NA	NA	NA	NA
seq_34916	Bacteria	NA	NA	NA	NA	NA
seq_34917	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	NA	NA
seq_34918	Bacteria	NA	NA	NA	NA	NA
seq_34920	Bacteria	Planctomycetota	Phycisphaerae	NA	NA	NA
seq_34921	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_34922	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_34923	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_34925	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_34927	NA	NA	NA	NA	NA	NA
seq_34929	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_34932	Bacteria	Actinomycetota	NA	NA	NA	NA
seq_34933	NA	NA	NA	NA	NA	NA
seq_34934	Bacteria	Pseudomonadota	Oligoflexia	Oligoflexales	NA	NA
seq_34937	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA
seq_34940	Bacteria	NA	NA	NA	NA	NA
seq_34941	NA	NA	NA	NA	NA	NA
seq_34942	Bacteria	NA	NA	NA	NA	NA
seq_34943	Bacteria	Planctomycetota	NA	NA	NA	NA
seq_34944	Bacteria	Planctomycetota	NA	NA	NA	NA
seq_34945	NA	NA	NA	NA	NA	NA
seq_34946	Bacteria	Planctomycetota	NA	NA	NA	NA
seq_34948	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	NA
seq_34950	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_34953	Bacteria	NA	NA	NA	NA	NA
seq_34954	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_34955	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_34956	NA	NA	NA	NA	NA	NA
seq_34957	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_34958	Bacteria	NA	NA	NA	NA	NA
seq_34962	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_34963	Bacteria	NA	NA	NA	NA	NA
seq_34965	Bacteria	NA	NA	NA	NA	NA
seq_34966	Bacteria	Rhodothermota	Rhodothermia	Rhodothermales	Rubricoccaceae	NA
seq_34967	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	NA
seq_34969	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	NA
seq_34971	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_34972	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Lamprocystis
seq_34973	NA	NA	NA	NA	NA	NA
seq_34974	NA	NA	NA	NA	NA	NA
seq_34975	Bacteria	Bacteroidota	Cytophagia	Cytophagales	NA	NA
seq_34976	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	NA
seq_34977	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_34978	Bacteria	NA	NA	NA	NA	NA
seq_34979	NA	NA	NA	NA	NA	NA
seq_34983	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_34985	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA
seq_34986	Bacteria	NA	NA	NA	NA	NA
seq_34987	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	NA
seq_34990	Bacteria	NA	NA	NA	NA	NA
seq_34991	Bacteria	Verrucomicrobiota	Opitutia	NA	NA	NA
seq_34992	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium
seq_34994	Bacteria	Cyanobacteriota	Cyanophyceae	NA	NA	NA
seq_34996	NA	NA	NA	NA	NA	NA
seq_34997	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_35001	Bacteria	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonospora
seq_35003	Bacteria	NA	NA	NA	NA	NA
seq_35004	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_35005	NA	NA	NA	NA	NA	NA
seq_35006	Bacteria	NA	NA	NA	NA	NA
seq_35007	Bacteria	Actinomycetota	NA	NA	NA	NA
seq_35009	NA	NA	NA	NA	NA	NA
seq_35012	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_35013	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA
seq_35015	NA	NA	NA	NA	NA	NA
seq_35016	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	NA
seq_35017	Bacteria	Bacteroidota	Cytophagia	Cytophagales	NA	NA
seq_35021	NA	NA	NA	NA	NA	NA
seq_35022	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_35023	NA	NA	NA	NA	NA	NA
seq_35024	NA	NA	NA	NA	NA	NA
seq_35026	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Gynurincola
seq_35027	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Colidextribacter
seq_35028	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_35029	Bacteria	NA	NA	NA	NA	NA
seq_35030	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	NA
seq_35031	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_35033	Bacteria	Pseudomonadota	Oligoflexia	Bacteriovoracales	NA	NA
seq_35037	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	NA	NA
seq_35038	Bacteria	NA	NA	NA	NA	NA
seq_35039	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA
seq_35040	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_35041	NA	NA	NA	NA	NA	NA
