SPECIES	AUTHOR	STATUS	kingdom	phylum	class	order	family	genus	maybe_accepted_name	taxon_id	rank	accepted_name	authorship	synonyms	messages
Physisporinus vitreus	(Pers.: Fr.) P. Karst.	LC	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Physisporinus	Physisporinus vitreus	2541148	species	Physisporinus vitreus	(Pers.) P.Karst.		
Piloderma byssinum	(Karst.) Juelich	LC	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma byssinum	8395253	species	Piloderma byssinum	(P.Karst.) Jülich		
Piloderma fallax	(Lib.) Stalpers	LC	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma bicolor	2554290	species	Piloderma bicolor	(Peck) Jülich		
Piptoporus betulinus	(Bull.: Fr.) P. Karst.	LC	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Fomitopsis	Fomitopsis betulina	9819973	species	Fomitopsis betulina	(Bull.) B.K.Cui, M.L.Han & Y.C.Dai		
Pirottaea aconiti	Petr.	DD	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Pirottaea	Pirottaea aconiti	3488383	species	Pirottaea aconiti	Petr.		
Pirottaea adenostylidis	Nannf.	DD	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Pirottaea	Pirottaea adenostylidis	3488411	species	Pirottaea adenostylidis	Nannf.		
Pirottaea brevipila	(Rob. ex Desm.) Boud.	DD	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Pirottaea	Pirottaea brevipila	8369500	species	Pirottaea brevipila	(Roberge ex Desm.) J.Schröt.		
Pirottaea caesiella	(Bres.) Nannf.	DD	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Pirottaea	Pirottaea caesiella	2583618	species	Pirottaea caesiella	(Bres.) Nannf.		
Pirottaea geraniicola	Nannf.	DD	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Pirottaea	Pirottaea geraniicola	3488375	species	Pirottaea geraniicola	Nannf.		
Pirottaea senecionis	(Cke et Phill.) Nannf.	DD	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Pirottaea	Pirottaea senecionis	2583629	species	Pirottaea senecionis	(Cooke & W.Phillips) Nannf.		
Pisolithus arhizus	(Pers.) Rauschert	DD	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Pisolithus	Pisolithus arhizus	2525455	species	Pisolithus arhizus	(Scop.) Rauschert		
Pithya cupressina	(Batsch ex Fr.) Fuckel	VU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Pithya	Pithya cupressina	8555773	species	Pithya cupressina	(Batsch) Fuckel		
Pithya vulgaris	Fuckel	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Pithya	Pithya vulgaris	2594883	species	Pithya vulgaris	Fuckel		
Plectania melastoma	(Sowerby: Fr.) Fuckel	EN	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Plectania	Plectania melastoma	9226906	species	Plectania melastoma	(Sowerby) Fuckel		
Pleurocybella porrigens	(Pers.:Fr.) Singer	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Pleurocybella	Pleurocybella porrigens	2538000	species	Pleurocybella porrigens	(Pers.) Singer		
Pleurotus cornucopiae	Paul.:Fr.	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus cornucopiae	7830030	species	Pleurotus cornucopiae	(Paulet) Quél.		no_author_match
Pleurotus dryinus	(Pers.:Fr.) P. Kumm.	NT	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus dryinus	2526564	species	Pleurotus dryinus	(Pers.) P.Kumm.		
Pleurotus eryngii	(DC.: Fr.) Quel.	EN	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus eryngii	9075265	species	Pleurotus eryngii	(DC.) Quél.		
Pleurotus ostreatus	(Jacq.: Fr.) P. Kumm.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus ostreatus	2526530	species	Pleurotus ostreatus	(Jacq.) P.Kumm.		
Pleurotus pulmonarius	Fr.	NT	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus pulmonarius	2526548	species	Pleurotus pulmonarius	(Fr.) Quél.		author_mismatch
Plicaria anthracina	(Cooke) Boud.	NT	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Plicaria	Plicaria carbonaria	5259198	species	Plicaria carbonaria	Fuckel		
Plicaria catinoides	(Fuckel) Rehm	DD							Plicaria catinoides						not_found
Plicaria endocarpoides	(Berk.) Rifai	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Plicaria	Plicaria endocarpoides	5259195	species	Plicaria endocarpoides	(Berk.) Rifai		
Plicaria leiocarpa	(Curr.) Boud.	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Plicaria	Plicaria endocarpoides	5259195	species	Plicaria endocarpoides	(Berk.) Rifai		
Plicaria trachycarpa	(Curr.) Boud.	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Plicaria	Plicaria trachycarpa	5259246	species	Plicaria trachycarpa	(Curr.) Boud.		
Plicatura crispa	(Pers.ex Fr.) Reid	LC	Fungi	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Plicaturopsis	Plicaturopsis crispa	2526725	species	Plicaturopsis crispa	(Pers.) D.A.Reid		
Plicatura nivea	(Schleich. ex Fr.) P. Karst.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales		Plicatura	Plicatura nivea	2526716	species	Plicatura nivea	(Fr.) P.Karst.		
Pluteus alniphilus	Citerin et Eyssartier ad int.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus alniphilus	5449815	species	Pluteus alniphilus	Deparis		author_mismatch
Pluteus atromarginatus	(Singer) Kuehner	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus atromarginatus	5241354	species	Pluteus atromarginatus	(Konrad) Kühner		
Pluteus aurantiorugosus	(Trog.) Sacc.	EN	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus aurantiorugosus	5241254	species	Pluteus aurantiorugosus	(Trog) Sacc.		
Pluteus boudieri	P.D. Orton	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus plautus	5241290	species	Pluteus plautus	(Weinm.) Gillet		
Pluteus brunneoradiatus	J.Bonnard	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus cervinus	7446067	species	Pluteus cervinus	(Schaeff.) P.Kumm.		
Pluteus cervinus	(Schaeff.) P. Kumm.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus cervinus	7446067	species	Pluteus cervinus	(Schaeff.) P.Kumm.		
Pluteus chrysophaeus	(Schff.:Fr.) Quel.	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus chrysophaeus	5241298	species	Pluteus chrysophaeus	(Schaeff.) Quél.		
Pluteus cinereofuscus	J.E. Lange	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus cinereofuscus	5241262	species	Pluteus cinereofuscus	J.E.Lange		
Pluteus curtisii	(Berk. et Broome) Sacc.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus cervinus	7446067	species	Pluteus cervinus	(Schaeff.) P.Kumm.		
Pluteus cyanopus	(Quel.) Metrod	EN	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus chrysophaeus	5241298	species	Pluteus chrysophaeus	(Schaeff.) Quél.		author_mismatch
Pluteus diettrichii	Bres.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus diettrichii	5241337	species	Pluteus diettrichii	Bres.		
Pluteus ephebeus	(Fr.: Fr.) Gillet	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus ephebeus	5241286	species	Pluteus ephebeus	(Fr.) Gillet		
Pluteus exiguus	Pat.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus exiguus	5241272	species	Pluteus exiguus	(Pat.) Sacc.		author_mismatch
Pluteus godeyi	Gillet	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus godeyi	5241266	species	Pluteus godeyi	Gillet		
Pluteus gracilis	(Bres.) J.E. Lange	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus plautus	5241290	species	Pluteus plautus	(Weinm.) Gillet		
Pluteus granulatus	Bres.	CR	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus plautus	5241290	species	Pluteus plautus	(Weinm.) Gillet		
Pluteus hiatulus	Romagn.	CR	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus hiatulus	5241324	species	Pluteus hiatulus	Romagn.		
Pluteus hispidulus	(Fr.: Fr.) Gillet	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus hispidulus	9066040	species	Pluteus hispidulus	(Fr.) Gillet		
Pluteus inquilinus	Romagn.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus inquilinus	5241328	species	Pluteus inquilinus	Romagn.		
Pluteus insidiosus	Vellinga et Schreurs	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus insidiosus	5241330	species	Pluteus insidiosus	Vellinga & Schreurs		
Pluteus leoninus	(Schff.:Fr.) P. Kumm.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus leoninus	5241259	species	Pluteus leoninus	(Schaeff.) P.Kumm.		
Pluteus lipidocystis	Bonnard	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus lipidocystis	5449814	species	Pluteus lipidocystis	Bonnard		
Pluteus luctuosus	Boud.	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus luctuosus	5241346	species	Pluteus luctuosus	Boud.		
Pluteus luteovirens	Rea	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus chrysophaeus	5241298	species	Pluteus chrysophaeus	(Schaeff.) Quél.		
Pluteus mammifer	Romagn.	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus mammifer	5449930	species	Pluteus mammifer	Romagn.		
Pluteus marginatus	(Quel.) Bres.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus luctuosus	5241346	species	Pluteus luctuosus	Boud.		
Pluteus minutissimus	Maire	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus podospileus	5241244	species	Pluteus podospileus	Sacc. & Cub.		
Pluteus nanus	(Pers.:Fr.) P. Kumm.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus nanus	5241384	species	Pluteus nanus	(Pers.) P.Kumm.		
Pluteus pallescens	P.D. Orton	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus satur	5241307	species	Pluteus satur	Kühner & Romagn.		
Pluteus pellitus	(Pers.:Fr.) P. Kumm.	EN	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus pellitus	5241314	species	Pluteus pellitus	(Pers.) P.Kumm.		
Pluteus petasatus	(Fr.) Gillet	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus petasatus	5241275	species	Pluteus petasatus	(Fr.) Gillet		
Pluteus phlebophorus	(Ditmar.:Fr.) P.Kumm.	NT	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus phlebophorus	7641695	species	Pluteus phlebophorus	(Ditmar) P.Kumm.		
Pluteus plautus	(Weinm.) Gillet	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus plautus	5241290	species	Pluteus plautus	(Weinm.) Gillet		
Pluteus podospileus	Sacc. ex Cub.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus podospileus	5241244	species	Pluteus podospileus	Sacc. & Cub.		
Pluteus poliocnemis	Kuehner	CR	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus poliocnemis	5449879	species	Pluteus poliocnemis	Kühner		
Pluteus pouzarianus	Singer	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus pouzarianus	5241271	species	Pluteus pouzarianus	Singer		
Pluteus primus	Bonnard	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus primus	5449753	species	Pluteus primus	Bonnard		
Pluteus pseudorobertii	M.M. Moser et Stangl	EN	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus pseudorobertii	5241311	species	Pluteus pseudorobertii	M.M.Moser & Stangl		
Pluteus punctipes	P.D. Orton	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus plautus	5241290	species	Pluteus plautus	(Weinm.) Gillet		
Pluteus robertii	(Fr.) P. Karst.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus robertii	5241268	species	Pluteus robertii	(Fr.) P.Karst.		
Pluteus romellii	(Britzelm.) Sacc.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus romellii	5241339	species	Pluteus romellii	(Britzelm.) Lapl.		
Pluteus roseipes	Hoehn.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus roseipes	5449973	species	Pluteus roseipes	Höhn.		
Pluteus salicinus	(Pers.:Fr.) P. Kumm.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus salicinus	5241274	species	Pluteus salicinus	(Pers.) P.Kumm.		
Pluteus satur	Kuehner et Romagn.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus satur	5241307	species	Pluteus satur	Kühner & Romagn.		
Pluteus thomsonii	(Berk. et Broome) Dennis	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus thomsonii	5241265	species	Pluteus thomsonii	(Berk. & Broome) Dennis		
Pluteus umbrosus	(Pers.:Fr.) P. Kumm.	NT	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus umbrosus	5241351	species	Pluteus umbrosus	(Pers.) P.Kumm.		
Podofomes trogii	(Fr.) Pouz.	VU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Podofomes	Podofomes trogii	2546163	species	Podofomes trogii	(Fr.) Pouzar		
Podophacidium xanthomelum	(Pers.) Kavina	LC	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Podophacidium	Podophacidium xanthomelum	2584326	species	Podophacidium xanthomelum	(Pers.) Kavina		
Podoscypha multizonata	(Berk. et Broome) Pat.	DD	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Podoscyphaceae	Podoscypha	Podoscypha multizonata	2544879	species	Podoscypha multizonata	(Berk. & Broome) Pat.		
Podostroma alutaceum	(Pers.:Fr.) Atk.	LC	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma alutaceum	7539603	species	Trichoderma alutaceum	Jaklitsch		
Pogonoloma macrorhizum	(Quél.) Dima & P.-A. Moreau	CR	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pseudoclitocybaceae	Pogonoloma	Pogonoloma macrorhizum	10753039	species	Pogonoloma macrorhizum	(Quél.) Dima & P.-A.Moreau		
Pogonoloma spinulosum	(Kühner & Romagn.) Sánchez-García	CR	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pseudoclitocybaceae	Pogonoloma	Pogonoloma spinulosum	7685133	species	Pogonoloma spinulosum	(Kühner & Romagn.) Sánchez-García		
Polydesmia pruinosa	(Jerdon in Berk. et Broome) Boud.	LC	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Polydesmia	Polydesmia pruinosa	5257586	species	Polydesmia pruinosa	(Berk. & Broome) Boud.		
Polyporus arcularius	(Batsch: Fr.) Fr.	NT	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus arcularius	7542962	species	Lentinus arcularius	(Batsch) Zmitr.		
Polyporus badius	(Pers. ex Gray) Schwein.	LC	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Picipes	Picipes badius	9439058	species	Picipes badius	(Pers.) Zmitr. & Kovalenko		
Polyporus brumalis	(Pers.: Fr.) Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus brumalis	7838425	species	Lentinus brumalis	(Pers.) Zmitr.		
Polyporus ciliatus	(Fr.: Fr.) Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus substrictus	9445944	species	Lentinus substrictus	(Bolton) Zmitr. & Kovalenko		
Polyporus coronatus	Rostk.	DD	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus tuberaster	8666066	species	Polyporus tuberaster	(Jacq. ex Pers.) Fr.		
Polyporus leptocephalus	(Jacq.: Fr.) Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Cerioporus	Cerioporus leptocephalus	9284704	species	Cerioporus leptocephalus	(Jacq.) Zmitr.		
Polyporus melanopus	(Pers.: Fr.) Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Picipes	Picipes melanopus	9251438	species	Picipes melanopus	(Pers.) Zmitr. & Kovalenko		
Polyporus rhizophilus	(Pat.) Sacc.	EN	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus rhizophilus	7407658	species	Polyporus rhizophilus	(Pat.) Sacc.		
Polyporus squamosus	(Huds: Fr.) Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Cerioporus	Cerioporus squamosus	2547092	species	Cerioporus squamosus	(Huds.) Quél.		
Polyporus tuberaster	(Pers.:Fr.) Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus tuberaster	8666066	species	Polyporus tuberaster	(Jacq. ex Pers.) Fr.		
Polyporus varius	(Pers.: Fr.) Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Cerioporus	Cerioporus varius	9400640	species	Cerioporus varius	(Pers.) Zmitr. & Kovalenko		
Porodaedalea chrysoloma	(Fr.) Fiasson & Niemelä	VU	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellinus	Phellinus chrysoloma	2520148	species	Phellinus chrysoloma	(Fr.) Donk		
Porodaedalea laricis	(Jacz. ex Pilát) Niemelä	CR	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Porodaedalea	Porodaedalea laricis	2519841	species	Porodaedalea laricis	(Jacz. ex Pilát) Niemelä		
Porodaedalea pini	(Brot.: Fr.) Murril.	VU	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Porodaedalea	Porodaedalea pini	9035469	species	Porodaedalea pini	(Brot.) Murrill		
Poronia punctata	(L.: Fr.) Fr.	CR	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Poronia	Poronia punctata	8530425	species	Poronia punctata	(L.) Fr.		
Porostereum spadiceum	(Pers.) Hjortstam & Ryvarden	LC	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Porostereum	Porostereum spadiceum	9145383	species	Porostereum spadiceum	(Pers.) Hjortstam & Ryvarden		
Porotheleum fimbriatum	(Pers.) Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Porotheleaceae	Porotheleum	Porotheleum fimbriatum	2540861	species	Porotheleum fimbriatum	(Pers.) Fr.		
Porphyrellus porphyrosporus	(Fr.) Gilbert	LC	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Porphyrellus	Porphyrellus porphyrosporus	2524797	species	Porphyrellus porphyrosporus	(Fr.) E.-J.Gilbert		
Porpoloma metapodium	(Fr.) Singer	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Pseudotricholoma	Pseudotricholoma metapodium	7807295	species	Pseudotricholoma metapodium	(Fr.) Sánchez-García & Matheny		
Porpoloma pes-caprae	(Fr.) Singer	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Pseudoporpoloma	Pseudoporpoloma pes-caprae	10981708	species	Pseudoporpoloma pes-caprae	(Fr.) Vizzini & Consiglio		
Porpolomopsis calyptriformis	(Berk.) Bresinsky	CR	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Porpolomopsis	Porpolomopsis calyptriformis	5955209	species	Porpolomopsis calyptriformis	(Berk.) Bresinsky		
Proliferodiscus pulveraceus	(Alb. et Schwein.: Fr.) Baral	DD	Fungi	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Proliferodiscus	Proliferodiscus pulveraceus	2585500	species	Proliferodiscus pulveraceus	(Alb. & Schwein.) Baral		
Propolis farinosa	(Pers.) Fr.	LC	Fungi	Ascomycota	Leotiomycetes	Chaetomellales	Marthamycetaceae	Propolis	Propolis farinosa	2579078	species	Propolis farinosa	(Pers.) Fr.		
Propolis phacidioides	(Fr.: Fr.) Corda	DD	Fungi	Ascomycota	Leotiomycetes	Chaetomellales	Marthamycetaceae	Marthamyces	Marthamyces phacidioides	2579049	species	Marthamyces phacidioides	(Fr.) Minter		
Protocrea farinosa	(Berk. et Broome) Petch	LC	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Protocrea	Protocrea farinosa	2561698	species	Protocrea farinosa	(Berk. & Broome) Petch		
Protodontia subgelatinosa	(Karst.) Pilat	DD	Fungi	Basidiomycota	Agaricomycetes	Auriculariales		Stypella	Stypella subgelatinosa	2553772	species	Stypella subgelatinosa	(P.Karst.) P.Roberts		
Protomerulius dubius	(Bourdot & Galzin) V. Spirin & V. Malysheva sensu stricto	DD	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Hyaloriaceae	Protomerulius	Protomerulius dubius	10671016	species	Protomerulius dubius	(Bourdot & Galzin) Spirin & Malysheva		
Psathyrella albidula	(Romagn.) M.M. Moser	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella potteri	3319877	species	Psathyrella potteri	A.H.Sm.		
Psathyrella almerensis	Kits van Wav.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella almerensis	3319585	species	Psathyrella almerensis	Kits van Wav.		
Psathyrella amstelodamensis	Kits van Wav.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella olympiana	2534798	species	Psathyrella olympiana	A.H.Sm.		
Psathyrella artemisiae	(Pass.) Konrad et Maubl.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella artemisiae	3319166	species	Psathyrella artemisiae	(Pass.) Konrad & Maubl.		
Psathyrella atrolaminata	Kits van Wav.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella corrugis	2534804	species	Psathyrella corrugis	(Pers.) Konrad & Maubl.		
Psathyrella badiophylla	(Romagn.) M.M. Moser	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Candolleomyces	Candolleomyces badiophyllus	12247506	species	Candolleomyces badiophyllus	(Romagn.) D.Wächt. & A.Melzer		no_author_match
Psathyrella badiovestita	P.D. Orton	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella badiovestita	2534718	species	Psathyrella badiovestita	P.D.Orton		
Psathyrella battarrae	(Fr.) Konrad et Maubl.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella battarrae	3319411	species	Psathyrella battarrae	(Fr.) Konrad & Maubl.		
Psathyrella bifrons	(Berk.) Smith	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella bifrons	2534758	species	Psathyrella bifrons	(Berk.) A.H.Sm.		
Psathyrella bipellis	Quel.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella bipellis	8100833	species	Psathyrella bipellis	(Quél.) A.H.Sm.		author_mismatch
Psathyrella candolleana	(Fr.) Maire	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Candolleomyces	Candolleomyces candolleanus	12008655	species	Candolleomyces candolleanus	(Fr.) D.Wächt. & A.Melzer		
Psathyrella caput-medusae	(Fr.) Konrad et Maubl.	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella caput-medusae	2535047	species	Psathyrella caput-medusae	(Fr.) Konrad & Maubl.		
