SPECIES	AUTHOR	STATUS	kingdom	phylum	class	order	family	genus	maybe_accepted_name	taxon_id	rank	accepted_name	authorship	synonyms	messages
Ampulloclitocybe clavipes	(Pers.) Redhead, Lutzoni, Moncalvo & Vilgalys	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Ampulloclitocybe	Ampulloclitocybe clavipes	2538864	species	Ampulloclitocybe clavipes	(Pers.) Redhead, Lutzoni, Moncalvo & Vilgalys		
Amyloathelia amylacea	(Bourdot et Galzin) Hjorstam et Ryvarden	DD	Fungi	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Amyloathelia	Amyloathelia amylacea	2525304	species	Amyloathelia amylacea	(Bourdot & Galzin) Hjortstam & Ryvarden		
Amylocorticium canadense	(Burt) J. Erikks. et Weresub	DD	Fungi	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Amylocorticium	Amylocorticium canadense	2525141	species	Amylocorticium canadense	(Burt) J.Erikss. & Weresub		
Amylocorticium cebennense	(Bourdot) Pouzar	DD	Fungi	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Amylocorticium	Amylocorticium cebennense	2525137	species	Amylocorticium cebennense	(Bourdot) Pouzar		
Amylocorticium laceratum	(Litsch.) Hjortstam et Ryvarden	DD	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelopsis	Athelopsis lacerata	2554262	species	Athelopsis lacerata	(Litsch.) J.Erikss. & Ryvarden		
Amylocorticium subsulphureum	(P.Karst.) Pouzar	DD	Fungi	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Amylocorticium	Amylocorticium subsulphureum	2525152	species	Amylocorticium subsulphureum	(P.Karst.) Pouzar		
Amyloporiella crassa	(P. Karst.) A. David et Tortic	EN	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Resinoporia	Resinoporia crassa	9754366	species	Resinoporia crassa	(P.Karst.) Audet		
Amylostereum areolatum	(Fr.) Boidin	NT	Fungi	Basidiomycota	Agaricomycetes	Russulales	Echinodontiaceae	Amylostereum	Amylostereum areolatum	8693982	species	Amylostereum areolatum	(Chaillet ex Fr.) Boidin		
Amylostereum chailletii	(Pers.) Boidin	LC	Fungi	Basidiomycota	Agaricomycetes	Russulales	Echinodontiaceae	Amylostereum	Amylostereum chailletii	2552499	species	Amylostereum chailletii	(Pers.) Boidin		
Amylostereum laevigatum	(Fr.: Fr.) Boidin	VU	Fungi	Basidiomycota	Agaricomycetes	Russulales	Echinodontiaceae	Amylostereum	Amylostereum laevigatum	2552515	species	Amylostereum laevigatum	(Fr.) Boidin		
Amyloxenasma allantospora	(Oberw.) Hjortstam & Ryvarden	LC	Fungi	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Amyloxenasma	Amyloxenasma allantosporum	2525299	species	Amyloxenasma allantosporum	(Oberw.) Hjortstam & Ryvarden		different_ending
Amyloxenasma grisellum	(Bourdot) Hjortstam & Ryvarden	DD	Fungi	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Amyloxenasma	Amyloxenasma grisellum	2525282	species	Amyloxenasma grisellum	(Bourdot) Hjortstam & Ryvarden		
Anellaria phalaenarum	Bull.: Fr.	NT	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Panaeolus	Panaeolus semiovatus phalaenarus	8092694	variety	Panaeolus semiovatus phalaenarus	(Fr.) E.Gerhardt		author_mismatch
Anellaria semiovata	(Sowerby: Fr.) A. Pearson et Dennis	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Panaeolus	Panaeolus semiovatus	3317006	species	Panaeolus semiovatus	(Sowerby) S.Lundell & Nannf.		
Anomoporia albolutescens	(Romell) Pouzar	DD	Fungi	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Anomoloma	Anomoloma albolutescens	2543454	species	Anomoloma albolutescens	(Romell) Niemelä & K.H.Larss.		
Anomoporia myceliosa	(Peck) Pouzar	DD	Fungi	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Anomoloma	Anomoloma myceliosum	2543443	species	Anomoloma myceliosum	(Peck) Niemelä & K.H.Larss.		
Anthracobia macrocystis	(Cooke) Boud.	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Anthracobia	Anthracobia macrocystis	2594488	species	Anthracobia macrocystis	(Cooke) Boud.		
Anthracobia maurilabra	(Cooke) Boud.	NT	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Anthracobia	Anthracobia maurilabra	2594502	species	Anthracobia maurilabra	(Cooke) Boud.		
Anthracobia melaloma	(Alb. et Schwein.: Fr.) Boud.	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Anthracobia	Anthracobia melaloma	2594493	species	Anthracobia melaloma	(Alb. & Schwein.) Arnould		
Anthracobia nitida	Boud.	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Anthracobia	Anthracobia nitida	2594505	species	Anthracobia nitida	Boud.		
Anthracobia subatra	(Rehm) M.M. Moser	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Anthracobia	Anthracobia subatra	2594500	species	Anthracobia subatra	(Rehm) M.M.Moser		
Anthracobia tristis	(Bomm., Rouss. et Sacc.) Boud.	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Anthracobia	Anthracobia tristis	7479625	species	Anthracobia tristis	(Sacc., E.Bommer & M.Rousseau) Boud.		
Antrodia albida	(Fr.:Fr.) Donk	VU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Antrodia	Antrodia albida	8912808	species	Antrodia albida	(Fr.) Donk		
Antrodia alpina	(Lisch.) Gilb. et Ryvarden	DD	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Antrodia	Antrodia alpina	2542595	species	Antrodia alpina	(Litsch.) Gilb. & Ryvarden		
Antrodia kuzyana	(Pilát) Spirin, Vlasák, B. Rivoire, Kotir. & Miettinen	EN	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Brunneoporus	Brunneoporus kuzyanus	9738006	species	Brunneoporus kuzyanus	(Pilát) Audet		
Antrodia macra	(Sommerf.) Niemalae	LC	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Antrodia	Antrodia macra	2542664	species	Antrodia macra	(Sommerf.) Niemelä		
Antrodia ramentacea	(Berk. et Broome) Donk	EN	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Antrodia	Antrodia ramentacea	2542497	species	Antrodia ramentacea	(Berk. & Broome) Donk		
Antrodia serialis	(Fr.) Donk	LC	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Neoantrodia	Neoantrodia serialis	9690034	species	Neoantrodia serialis	(Fr.) Audet		
Antrodia sinuosa	(Fr.: Fr.) P. Karst.	EN	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Antrodia	Antrodia sinuosa	8892548	species	Antrodia sinuosa	(Fr.) P.Karst.		
Antrodia xantha	(Fr.) Ryvarden	LC	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Daedalea	Daedalea xantha	2542624	species	Daedalea xantha	(Fr.) A.Roy & A.B.De		
Antrodiella hoehnelii	(Bres.) Niemelae	LC	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Antrodiella	Antrodiella serpula	3362604	species	Antrodiella serpula	(P.Karst.) Spirin & Niemelä		
Antrodiella onychoides	(Egeland) Niemelae	DD	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Antrodiella	Antrodiella onychoides	2541887	species	Antrodiella onychoides	(Egeland) Niemelä		
Antrodiella romellii	(Donk) Niemelae	DD	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Antrodiella	Antrodiella romellii	2541952	species	Antrodiella romellii	(Donk) Niemelä		
Antrodiella semisupina	(Berk. et M.A. Curtis) Ryvarden et I. Johans.	VU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Antrodiella	Antrodiella semisupina	2541957	species	Antrodiella semisupina	(Berk. & M.A.Curtis) Ryvarden		
Aphanobasidium pseudotsugae	(Burt) Boidin & Gilles	EN	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Radulomycetaceae	Aphanobasidium	Aphanobasidium pseudotsugae	2550201	species	Aphanobasidium pseudotsugae	(Burt) Boidin & Gilles		
Aphanobasidium subnitens	(Bourdot & Galzin) Jülich	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Radulomycetaceae	Aphanobasidium	Aphanobasidium subnitens	8148203	species	Aphanobasidium subnitens	(Bourdot & Galzin) Jülich		
Apioperdon pyriforme	(Schaeff.) Vizzini	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Apioperdon	Apioperdon pyriforme	10852503	species	Apioperdon pyriforme	(Schaeff.) Vizzini		
Arachnopeziza aranea	(De Not.) Boud.	DD	Fungi	Ascomycota	Leotiomycetes	Helotiales	Arachnopezizaceae	Arachnopeziza	Arachnopeziza aranea	2585551	species	Arachnopeziza aranea	(De Not.) Boud.		
Arachnopeziza aurata	Fuckel	LC	Fungi	Ascomycota	Leotiomycetes	Helotiales	Arachnopezizaceae	Arachnopeziza	Arachnopeziza aurata	2585521	species	Arachnopeziza aurata	Fuckel		
Arachnopeziza aurelia	(Pers.: Fr.) Fuckel	DD	Fungi	Ascomycota	Leotiomycetes	Helotiales	Arachnopezizaceae	Arachnopeziza	Arachnopeziza aurelia	2585535	species	Arachnopeziza aurelia	(Pers.) Fuckel		
Armillaria borealis	Marxmueller et Korhonen	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria borealis	2536906	species	Armillaria borealis	Marxm. & Korhonen		
Armillaria cepistipes	Velen.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria cepistipes	2536888	species	Armillaria cepistipes	Velen.		
Armillaria ectypa	(Fr.: Fr.) Lamoure	RE	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Desarmillaria	Desarmillaria ectypa	9694273	species	Desarmillaria ectypa	(Fr.) R.A.Koch & Aime		
Armillaria gallica	Marxmueller et Romagnesi	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria gallica	2536847	species	Armillaria gallica	Marxm. & Romagn.		author_mismatch
Armillaria mellea	(Vahl) P. Kumm. aggr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria mellea	2536891	species	Armillaria mellea	(Vahl) P.Kumm.		
Armillaria ostoyae	(Romagn.) Herink	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria ostoyae	2536899	species	Armillaria ostoyae	(Romagn.) Herink		
Armillaria rickenii	Bohus	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Cercopemyces	Cercopemyces rickenii	7459774	species	Cercopemyces rickenii	(Bohus) Dima & L.Nagy		
Armillaria tabescens	(Scop.) Dennis et al.	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Desarmillaria	Desarmillaria tabescens	9713443	species	Desarmillaria tabescens	(Scop.) R.A.Koch & Aime		author_mismatch
Armillariella nigropunctata	(Fr.) Herink	DD							Armillariella nigropunctata						not_found
Arpinia inops	Berthet	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Arpinia	Arpinia inops	3497148	species	Arpinia inops	Berthet		
Arpinia luteola	Geesink	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Arpinia	Arpinia luteola	7258226	species	Arpinia luteola	J.Geesink		
Arpinia rahmii	Hohmeyer et Senn-Irlet	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Arpinia	Arpinia rahmii	7385910	species	Arpinia rahmii	Hohmeyer & Senn-Irlet		
Arrhenia acerosa	(Fr.: Fr.) Kuehner	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia acerosa	8943301	species	Arrhenia acerosa	(Fr.) Kühner		
Arrhenia auriscalpium	Fr.	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia auriscalpium	2532876	species	Arrhenia auriscalpium	(Fr.) Fr.		
Arrhenia cyathella	(J. Favre & Schweers ex Kuyper) Elborne	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia cyathella	8025473	species	Arrhenia cyathella	(J.Favre & Schweers ex Kuyper) Elborne		
Arrhenia epichysium	(Pers.) Redhead, Lutzoni, Moncalvo & Vilgalys	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia epichysium	2532835	species	Arrhenia epichysium	(Pers.) Redhead, Lutzoni, Moncalvo & Vilgalys		
Arrhenia fissa	(Leyss.) Redhead	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia fissa	2532739	species	Arrhenia fissa	(Leyss.) Redhead		
Arrhenia fusconigra	(P.D. Orton) P.-A. Moreau & Courtec.	CR	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia fusconigra	5955165	species	Arrhenia fusconigra	(P.D.Orton) P.-A.Moreau & Courtec.		
Arrhenia gerardiana	(Peck) Elborne	EN	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia gerardiana	8112909	species	Arrhenia gerardiana	(Peck) Elborne		
Arrhenia griseopallida	(Desm.) Watling	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia griseopallida	2532761	species	Arrhenia griseopallida	(Desm.) Watling		
Arrhenia lobata	(Pers.: Fr.) Redhead	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia lobata	2532827	species	Arrhenia lobata	(Pers.) Kühner & Lamoure ex Redhead		
Arrhenia lundellii	(Pilát) Redhead, Lutzoni, Moncalvo & Vilgalys	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia lundellii	3327709	species	Arrhenia lundellii	(Pilát) Redhead, Lutzoni, Moncalvo & Vilgalys		
Arrhenia obatra	(J. Favre) Redhead, Lutzoni, Moncalvo & Vilgalys	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia obatra	2532788	species	Arrhenia obatra	(J.Favre) Redhead, Lutzoni, Moncalvo & Vilgalys		
Arrhenia obscurata	(D.A. Reid) Redhead, Lutzoni, Moncalvo & Vilgalys	EN	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia obscurata	2532755	species	Arrhenia obscurata	(D.A.Reid) Redhead, Lutzoni, Moncalvo & Vilgalys		
Arrhenia onisca	(Fr.) Redhead, Lutzoni, Moncalvo & Vilgalys	VU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Lichenomphalia	Lichenomphalia umbellifera	5244016	species	Lichenomphalia umbellifera	(L.) Redhead, Lutzoni, Moncalvo & Vilgalys		different_ending
Arrhenia parvivelutina	(Clémençon & Irlet) Redhead, Lutzoni, Moncalvo & Vilgalys	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia parvivelutina	2532759	species	Arrhenia parvivelutina	(Clémençon & Irlet) Redhead, Lutzoni, Moncalvo & Vilgalys		
Arrhenia pauxilla	Redhead, Lutzoni, Moncalvo & Vilgalys	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia pauxilla	3327693	species	Arrhenia pauxilla	(Clémençon) Redhead, Lutzoni, Moncalvo & Vilgalys		
Arrhenia philonotis	(Lasch) Redhead, Lutzoni, Moncalvo & Vilgalys	EN	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia philonotis	2532796	species	Arrhenia philonotis	(Lasch) Redhead, Lutzoni, Moncalvo & Vilgalys		
Arrhenia retiruga	(Bull.: Fr.) Redhead	NT	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia retiruga	2532741	species	Arrhenia retiruga	(Bull.) Redhead		
Arrhenia rickenii	(Hora) Watling	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia rickenii	2532867	species	Arrhenia rickenii	(Hora) Watling		
Arrhenia roseola	(Quel.) Senn-Irlet	EN	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia roseola	8261310	species	Arrhenia roseola	(Quél.) Senn-Irlet		
Arrhenia rustica	(Fr.) Redhead, Lutzoni, Moncalvo & Vilgalys	EN	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia rustica	2532772	species	Arrhenia rustica	(Fr.) Redhead, Lutzoni, Moncalvo & Vilgalys		
Arrhenia spathulata	(Fr.) Redhead	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia spathulata	2532843	species	Arrhenia spathulata	(Fr.) Redhead		
Arrhenia subglobispora	(G. Moreno, Heykoop & E. Horak) Redhead, Lutzoni, Moncalvo & Vilgalys	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia subglobispora	3327694	species	Arrhenia subglobispora	(G.Moreno, Heykoop & E.Horak) Redhead, Lutzoni, Moncalvo & Vilgalys		
Arrhenia umbratilis	(Fr.) Redhead, Lutzoni, Moncalvo & Vilgalys	DD	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia umbratilis	9105863	species	Arrhenia umbratilis	(Fr.) Redhead, Lutzoni, Moncalvo & Vilgalys		
Arrhenia velutipes	(P.D. Orton) Redhead, Lutzoni, Moncalvo & Vilgalys	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	Arrhenia velutipes	2532726	species	Arrhenia velutipes	(P.D.Orton) Redhead, Lutzoni, Moncalvo & Vilgalys		
Artomyces pyxidatus	(Pers.) Jülich	VU	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	Artomyces	Artomyces pyxidatus	2550493	species	Artomyces pyxidatus	(Pers.) Jülich		
Ascobolus aglaosporus	Heimerl	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus aglaosporus	3495343	species	Ascobolus aglaosporus	Heimerl		
Ascobolus albidus	Crouan	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus albidus	2595641	species	Ascobolus albidus	P.Crouan & H.Crouan		
Ascobolus behnitziensis	Kirschstein	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus behnitziensis	2595631	species	Ascobolus behnitziensis	Kirschst.		
Ascobolus brassicae	Crouan	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus brassicae	2595616	species	Ascobolus brassicae	P.Crouan & H.Crouan		
Ascobolus carbonarius	P. Karst.	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus carbonarius	2595613	species	Ascobolus carbonarius	P.Karst.		
Ascobolus crenulatus	P. Karst.	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus crenulatus	2595593	species	Ascobolus crenulatus	P.Karst.		
Ascobolus denudatus	Fr.	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus denudatus	2595572	species	Ascobolus denudatus	Fr.		
Ascobolus foliicola	Berk. et Broome	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus foliicola	2595647	species	Ascobolus foliicola	Berk. & Broome		
Ascobolus furfuraceus	Pers.: Fr.	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus furfuraceus	8732823	species	Ascobolus furfuraceus	Pers.		no_author_match
Ascobolus geophilus	Seaver	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus geophilus	2595574	species	Ascobolus geophilus	Seaver		
Ascobolus immersus	Pers.: Fr.	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus immersus	2595555	species	Ascobolus immersus	Pers.		author_mismatch
Ascobolus lignatilis	(Alb. et Schwein.) Pers.	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus lignatilis	7516965	species	Ascobolus lignatilis	Alb. & Schwein. ex Pers.		
Ascobolus michaudii	Boud.	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus michaudii	2595566	species	Ascobolus michaudii	Boud.		
Ascobolus nodulosporus	Brumm.	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus nodulosporus	3495376	species	Ascobolus nodulosporus	Brumm.		
Ascobolus perplexans	Massee et Salmon	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus perplexans	2595633	species	Ascobolus perplexans	Massee & E.S.Salmon		
Ascobolus pusillus	Boud.	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus pusillus	3495361	species	Ascobolus pusillus	Boud.		
Ascobolus roseopurpurascens	Rehm	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus roseopurpurascens	2595578	species	Ascobolus roseopurpurascens	Rehm		
Ascobolus sacchariferus	Brumm.	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus sacchariferus	2595579	species	Ascobolus sacchariferus	Brumm.		
Ascobolus stictoideus	Speg.	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus stictoideus	2595649	species	Ascobolus stictoideus	Speg.		
Ascobolus viridis	Currey	LC	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus viridis	2595558	species	Ascobolus viridis	Curr.		
Ascocalyx abietis	Naumov	DD	Fungi	Ascomycota	Leotiomycetes	Helotiales	Godroniaceae	Ascocalyx	Ascocalyx abietis	2581771	species	Ascocalyx abietis	Naumov		
Ascocorticium anomalum	(Ellis et Harkn.) Earle	DD	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ascocorticiaceae	Ascocorticium	Ascocorticium anomalum	2582962	species	Ascocorticium anomalum	(Ellis & Harkn.) J.Schröt.		
Ascocoryne cylichnium	(Tul.) Korf	LC	Fungi	Ascomycota	Leotiomycetes	Helotiales	Gelatinodiscaceae	Ascocoryne	Ascocoryne cylichnium	2584345	species	Ascocoryne cylichnium	(Tul.) Korf		
Ascocoryne sarcoides	(Jacq.) Groves et Wilson	LC	Fungi	Ascomycota	Leotiomycetes	Helotiales	Gelatinodiscaceae	Ascocoryne	Ascocoryne sarcoides	2584352	species	Ascocoryne sarcoides	(Jacq.) J.W.Groves & D.E.Wilson		
Ascocoryne turficola	(Boud.) Korf	EN	Fungi	Ascomycota	Leotiomycetes	Helotiales	Gelatinodiscaceae	Ascocoryne	Ascocoryne turficola	2586897	species	Ascocoryne turficola	(Boud.) Korf		
Ascophanus flavus	P. Karst.	DD	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Cheilymenia	Cheilymenia karstenii	3496110	species	Cheilymenia karstenii	J.Moravec		
Ascophanus minutissimus	Boud.	DD	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Ascophanus	Ascophanus minutissimus	2595536	species	Ascophanus minutissimus	Boud.		
Ascotremella faginea	(Peck) Seaver	LC	Fungi	Ascomycota	Leotiomycetes	Helotiales	Gelatinodiscaceae	Ascotremella	Ascotremella faginea	2582489	species	Ascotremella faginea	(Peck) Seaver		
Ascozonus woolhopensis	(Berk. et Broome) Boud.	VU	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Ascozonus	Ascozonus woolhopensis	8396615	species	Ascozonus woolhopensis	(Renny) Boud.		
Asterophora lycoperdoides	(Bull.) Ditm.ex S.F.Gray	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Asterophora	Asterophora lycoperdoides	9210867	species	Asterophora lycoperdoides	(Bull.) Ditmar		
Asterophora parasitica	(Bull.:Fr.) Singer	LC	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Asterophora	Asterophora parasitica	5241594	species	Asterophora parasitica	(Bull.) Singer		
Asterostroma cervicolor	(Berk. et M.A. Curtis) Massee	VU	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Asterostroma	Asterostroma cervicolor	2552695	species	Asterostroma cervicolor	(Berk. & M.A.Curtis) Massee		
Asterostroma laxum	Bres.	EN	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Asterostroma	Asterostroma laxum	2552694	species	Asterostroma laxum	Bres.		
Asterostroma medium	Bres.	DD	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Asterostroma	Asterostroma medium	2552692	species	Asterostroma medium	Bres.		
